5.500000000000E+04	1.604651E-05	1.555318E-03	0.000000E+00	0.000000E+00
5.500125000000E+04	3.623762E-05	1.558379E-03	0.000000E+00	0.000000E+00
5.500250000000E+04	8.261432E-06	1.562078E-03	0.000000E+00	0.000000E+00
5.500375000000E+04	3.179401E-05	1.567510E-03	0.000000E+00	0.000000E+00
5.500500000000E+04	1.598300E-05	1.559378E-03	0.000000E+00	0.000000E+00
5.500625000000E+04	1.856181E-05	1.543778E-03	0.000000E+00	0.000000E+00
5.500750000000E+04	2.306386E-05	1.542333E-03	0.000000E+00	0.000000E+00
5.500875000000E+04	1.174228E-05	1.540303E-03	0.000000E+00	0.000000E+00
5.501000000000E+04	1.943134E-05	1.545018E-03	0.000000E+00	0.000000E+00
5.501125000000E+04	2.029794E-05	1.548905E-03	0.000000E+00	0.000000E+00
5.501250000000E+04	5.911580E-06	1.538643E-03	0.000000E+00	0.000000E+00
5.501375000000E+04	2.669306E-05	1.569526E-03	0.000000E+00	0.000000E+00
5.501500000000E+04	1.102528E-05	1.543721E-03	0.000000E+00	0.000000E+00
5.501625000000E+04	1.937261E-05	1.549146E-03	0.000000E+00	0.000000E+00
5.501750000000E+04	2.723956E-05	1.536389E-03	0.000000E+00	0.000000E+00
5.501875000000E+04	2.787252E-05	1.550518E-03	0.000000E+00	0.000000E+00
5.502000000000E+04	1.758586E-05	1.565165E-03	0.000000E+00	0.000000E+00
5.502125000000E+04	2.459255E-05	1.565271E-03	0.000000E+00	0.000000E+00
5.502250000000E+04	2.356242E-05	1.562700E-03	0.000000E+00	0.000000E+00
5.502375000000E+04	2.084904E-05	1.561728E-03	0.000000E+00	0.000000E+00
5.502500000000E+04	2.201935E-05	1.563533E-03	0.000000E+00	0.000000E+00
5.502625000000E+04	2.822006E-05	1.567597E-03	0.000000E+00	0.000000E+00
5.502750000000E+04	2.377223E-05	1.569509E-03	0.000000E+00	0.000000E+00
5.502875000000E+04	2.018120E-05	1.564418E-03	0.000000E+00	0.000000E+00
5.503000000000E+04	2.210037E-05	1.549866E-03	0.000000E+00	0.000000E+00
5.503125000000E+04	1.402467E-05	1.564516E-03	0.000000E+00	0.000000E+00
5.503250000000E+04	2.176725E-05	1.558203E-03	0.000000E+00	0.000000E+00
5.503375000000E+04	2.212930E-05	1.557899E-03	0.000000E+00	0.000000E+00
5.503500000000E+04	2.222811E-05	1.556607E-03	0.000000E+00	0.000000E+00
5.503625000000E+04	2.299559E-05	1.554561E-03	0.000000E+00	0.000000E+00
5.503750000000E+04	2.744711E-05	1.575003E-03	0.000000E+00	0.000000E+00
5.503875000000E+04	2.177570E-05	1.563051E-03	0.000000E+00	0.000000E+00
5.504000000000E+04	9.664383E-06	1.566435E-03	0.000000E+00	0.000000E+00
5.504125000000E+04	1.913226E-05	1.567454E-03	0.000000E+00	0.000000E+00
5.504250000000E+04	2.298959E-05	1.566347E-03	0.000000E+00	0.000000E+00
5.504375000000E+04	2.565169E-05	1.567694E-03	0.000000E+00	0.000000E+00
