5.100000000000E+04	2.151493E-04	2.070072E-03	0.000000E+00	0.000000E+00
5.100125000000E+04	2.114525E-04	2.064570E-03	0.000000E+00	0.000000E+00
5.100250000000E+04	2.059471E-04	2.081846E-03	0.000000E+00	0.000000E+00
5.100375000000E+04	2.111455E-04	2.072164E-03	0.000000E+00	0.000000E+00
5.100500000000E+04	2.243083E-04	2.090011E-03	0.000000E+00	0.000000E+00
5.100625000000E+04	2.243539E-04	2.097780E-03	0.000000E+00	0.000000E+00
5.100750000000E+04	2.170329E-04	2.074166E-03	0.000000E+00	0.000000E+00
5.100875000000E+04	2.196930E-04	2.089044E-03	0.000000E+00	0.000000E+00
5.101000000000E+04	2.257892E-04	2.083944E-03	0.000000E+00	0.000000E+00
5.101125000000E+04	2.293246E-04	2.074057E-03	0.000000E+00	0.000000E+00
5.101250000000E+04	2.239583E-04	2.075661E-03	0.000000E+00	0.000000E+00
5.101375000000E+04	2.276780E-04	2.109747E-03	0.000000E+00	0.000000E+00
5.101500000000E+04	2.323456E-04	2.080936E-03	0.000000E+00	0.000000E+00
5.101625000000E+04	2.235699E-04	2.095617E-03	0.000000E+00	0.000000E+00
5.101750000000E+04	2.224865E-04	2.097369E-03	0.000000E+00	0.000000E+00
5.101875000000E+04	2.234729E-04	2.074962E-03	0.000000E+00	0.000000E+00
5.102000000000E+04	2.205621E-04	2.093044E-03	0.000000E+00	0.000000E+00
5.102125000000E+04	2.391021E-04	2.085446E-03	0.000000E+00	0.000000E+00
5.102250000000E+04	2.284171E-04	2.088143E-03	0.000000E+00	0.000000E+00
5.102375000000E+04	2.251684E-04	2.096843E-03	0.000000E+00	0.000000E+00
5.102500000000E+04	2.248673E-04	2.100697E-03	0.000000E+00	0.000000E+00
5.102625000000E+04	2.310367E-04	2.091379E-03	0.000000E+00	0.000000E+00
5.102750000000E+04	2.350034E-04	2.099217E-03	0.000000E+00	0.000000E+00
5.102875000000E+04	2.456902E-04	2.097572E-03	0.000000E+00	0.000000E+00
5.103000000000E+04	2.371566E-04	2.098709E-03	0.000000E+00	0.000000E+00
5.103125000000E+04	2.314638E-04	2.108257E-03	0.000000E+00	0.000000E+00
5.103250000000E+04	2.488845E-04	2.094353E-03	0.000000E+00	0.000000E+00
